isocode,region,region-score,Year,Prosperity Growth
TCD,Africa,0.14716177440824962,2008,2.2870659298367
TGO,Africa,0.14716177440824962,2008,-0.17049874199761206
THA,Asia,0.2011346176575973,2008,0.026280721028648202
TJK,Asia,0.2011346176575973,2008,0.4386558532714844
TTO,Americas,0.1860369642954025,2008,-0.38180202907985716
TUN,Africa,0.14716177440824962,2008,0.16343816121419508
TUR,Asia,0.2011346176575973,2008,-0.9184142218695754
TZA,Africa,0.14716177440824962,2008,-0.7686254713270415
UGA,Africa,0.14716177440824962,2008,-1.3143039279513928
UKR,Europe,0.2224476633026895,2008,0.3299111260308152
URY,Americas,0.1860369642954025,2008,0.5278396606445312
USA,Americas,0.1860369642954025,2008,0.6983049180772554
VEN,Americas,0.1860369642954025,2008,-1.6623906029595261
VNM,Asia,0.2011346176575973,2008,0.8896967569986955
YEM,Asia,0.2011346176575973,2008,0.051776885986328125
ZAF,Africa,0.14716177440824962,2008,-0.3180736965603259
ZMB,Africa,0.14716177440824962,2008,1.6773779127332915
ZWE,Africa,0.14716177440824962,2008,-1.314003414577904
AFG,Asia,0.2011346176575973,2009,1.3159781561957473
AGO,Africa,0.14716177440824962,2009,-0.01846970452202612
ALB,Europe,0.2224476633026895,2009,0.643685234917541
ARE,Asia,0.2011346176575973,2009,0.3215285407172317
ARG,Americas,0.1860369642954025,2009,1.3328238593207473
ARM,Asia,0.2011346176575973,2009,-1.1415888468424455
AUS,Oceania,0.0062095399886845015,2009,-0.05713738335502683
AUT,Europe,0.2224476633026895,2009,-0.6788715786404111
AZE,Asia,0.2011346176575973,2009,0.7074966430664062
BDI,Africa,0.14716177440824962,2009,2.219685448540581
BEL,Europe,0.2224476633026895,2009,0.0071847703721772405
BEN,Africa,0.14716177440824962,2009,0.505748324924042
BFA,Africa,0.14716177440824962,2009,0.5806183285183337
BGD,Asia,0.2011346176575973,2009,0.9275656806098098
BGR,Europe,0.2224476633026895,2009,0.5905676947699661
BHR,Asia,0.2011346176575973,2009,-0.5408253139919736
BLR,Europe,0.2224476633026895,2009,1.4053467644585496
BLZ,Americas,0.1860369642954025,2009,-0.18354119194878393
BOL,Americas,0.1860369642954025,2009,0.49455049302842724
BRA,Americas,0.1860369642954025,2009,-0.38943693372937815
BWA,Africa,0.14716177440824962,2009,0.3744455973307268
CAF,Africa,0.14716177440824962,2009,-0.6847026613023601
CAN,Americas,0.1860369642954025,2009,0.12387932671440183
CHE,Europe,0.2224476633026895,2009,-0.0014258490668481727
CHL,Americas,0.1860369642954025,2009,1.5064303080240933
CHN,Asia,0.2011346176575973,2009,-0.3546002705891951
CIV,Africa,0.14716177440824962,2009,0.6750392913818359
CMR,Africa,0.14716177440824962,2009,0.8510265350341797
COD,Africa,0.14716177440824962,2009,0.2077910105387346
COG,Africa,0.14716177440824962,2009,0.38174841139051807
COL,Americas,0.1860369642954025,2009,-0.07891633775499685
COM,Africa,0.14716177440824962,2009,0.42848608228895557
CRI,Americas,0.1860369642954025,2009,0.46095021565756156
CYP,Asia,0.2011346176575973,2009,-0.20717536078559817
CZE,Europe,0.2224476633026895,2009,0.8544205559624487
DEU,Europe,0.2224476633026895,2009,0.27576022677952494
DJI,Africa,0.14716177440824962,2009,0.8879564073350679
DNK,Europe,0.2224476633026895,2009,-0.35726250542535354
DOM,Americas,0.1860369642954025,2009,0.18648062811957544
DZA,Africa,0.14716177440824962,2009,-0.11868921915689867
ECU,Americas,0.1860369642954025,2009,0.36305491129557055
EGY,Africa,0.14716177440824962,2009,1.0782708062065964
ESP,Europe,0.2224476633026895,2009,-0.927465226915146
EST,Europe,0.2224476633026895,2009,-0.5904909769694058
ETH,Africa,0.14716177440824962,2009,-0.5747248331705705
FIN,Europe,0.2224476633026895,2009,-0.04871707492404198
FRA,Europe,0.2224476633026895,2009,-0.7186097039116675
GAB,Africa,0.14716177440824962,2009,-0.29741668701171875
GBR,Europe,0.2224476633026895,2009,0.4585613674587705
GEO,Asia,0.2011346176575973,2009,0.741926829020187
GHA,Africa,0.14716177440824962,2009,-0.9418423970540317
GIN,Africa,0.14716177440824962,2009,-0.36094919840494555
GRC,Europe,0.2224476633026895,2009,-0.8378151787651902
GTM,Americas,0.1860369642954025,2009,-0.24365149603949732
GUY,Americas,0.1860369642954025,2009,0.3905957539876326
HKG,Asia,0.2011346176575973,2009,0.19687271118164062
HND,Americas,0.1860369642954025,2009,-1.3362719217936245
HRV,Europe,0.2224476633026895,2009,0.3072352939181897
HUN,Europe,0.2224476633026895,2009,0.2484478420681384
IDN,Asia,0.2011346176575973,2009,1.725022633870438
IND,Asia,0.2011346176575973,2009,0.2932086520724866
IRL,Europe,0.2224476633026895,2009,-1.2777947319878393
IRN,Asia,0.2011346176575973,2009,-0.34367709689669823
IRQ,Asia,0.2011346176575973,2009,0.8247273763020857
ISL,Europe,0.2224476633026895,2009,-0.5928090413411553
ISR,Asia,0.2011346176575973,2009,0.39673190646701073
ITA,Europe,0.2224476633026895,2009,1.161632113986542
JAM,Americas,0.1860369642954025,2009,-0.046045939127608904
JOR,Asia,0.2011346176575973,2009,1.2210485670301665
JPN,Asia,0.2011346176575973,2009,0.5406930711534272
KAZ,Asia,0.2011346176575973,2009,0.5576057434082031
KEN,Africa,0.14716177440824962,2009,-0.682456546359596
KGZ,Asia,0.2011346176575973,2009,0.18240144517687185
KHM,Asia,0.2011346176575973,2009,1.795130411783859
KOR,Asia,0.2011346176575973,2009,0.5396982828776018
KWT,Asia,0.2011346176575973,2009,-0.09319941202799953
LAO,Asia,0.2011346176575973,2009,-0.039737701416015625
LBN,Asia,0.2011346176575973,2009,1.6558969285753022
LBR,Africa,0.14716177440824962,2009,0.7134717305501326
LBY,Africa,0.14716177440824962,2009,-0.03641149732801807
LKA,Asia,0.2011346176575973,2009,0.7073796590169295
LSO,Africa,0.14716177440824962,2009,0.031868404812286144
LTU,Europe,0.2224476633026895,2009,-0.7751799689398879
LUX,Europe,0.2224476633026895,2009,0.2995402018229072
LVA,Europe,0.2224476633026895,2009,-0.7404463026258696
MAR,Africa,0.14716177440824962,2009,0.5772963629828567
MDA,Europe,0.2224476633026895,2009,-0.2568219502766951
MDG,Africa,0.14716177440824962,2009,-1.085598839653862
MEX,Americas,0.1860369642954025,2009,-0.679271274142792
MKD,Europe,0.2224476633026895,2009,0.4833971659342424
MLI,Africa,0.14716177440824962,2009,0.796514299180771
MLT,Europe,0.2224476633026895,2009,0.10906134711372317
MNE,Europe,0.2224476633026895,2009,0.7128804524739536
MNG,Asia,0.2011346176575973,2009,0.17146216498480982
MOZ,Africa,0.14716177440824962,2009,-0.1707305908203125
MRT,Africa,0.14716177440824962,2009,1.4695966508653413
MUS,Africa,0.14716177440824962,2009,0.5157640245225679
MWI,Africa,0.14716177440824962,2009,1.2427308824327241
MYS,Asia,0.2011346176575973,2009,0.25848558213975537
NAM,Africa,0.14716177440824962,2009,0.6949361165364536
NER,Africa,0.14716177440824962,2009,1.0374503665500185
NGA,Africa,0.14716177440824962,2009,-2.039564768473305
NIC,Americas,0.1860369642954025,2009,-0.6812956068250884
NLD,Europe,0.2224476633026895,2009,0.31465318467881787
NOR,Europe,0.2224476633026895,2009,0.5892232259114536
NPL,Asia,0.2011346176575973,2009,-1.3050041198730469
NZL,Oceania,0.0062095399886845015,2009,0.22055901421441604
OMN,Asia,0.2011346176575973,2009,0.5326182047526018
PAK,Asia,0.2011346176575973,2009,-0.1107639736599424
PAN,Americas,0.1860369642954025,2009,0.9849374559190522
PER,Americas,0.1860369642954025,2009,0.38719346788194287
PHL,Asia,0.2011346176575973,2009,-0.28775872124565893
POL,Europe,0.2224476633026895,2009,0.7829157511393277
PRT,Europe,0.2224476633026895,2009,0.030539194742829068
PRY,Americas,0.1860369642954025,2009,0.9553345574272996
QAT,Asia,0.2011346176575973,2009,0.7978091769748303
ROU,Europe,0.2224476633026895,2009,-0.04070621066622948
RUS,Europe,0.2224476633026895,2009,-0.30208545260958886
RWA,Africa,0.14716177440824962,2009,1.9650950961642764
SAU,Asia,0.2011346176575973,2009,0.5423020256890183
SDN,Africa,0.14716177440824962,2009,0.05699793497721117
SEN,Africa,0.14716177440824962,2009,-1.1043779585096587
SGP,Asia,0.2011346176575973,2009,0.3243666754828496
SLE,Africa,0.14716177440824962,2009,1.0840045081244583
SLV,Americas,0.1860369642954025,2009,0.29838858710395044
SUR,Americas,0.1860369642954025,2009,0.11101235283745581
SVK,Europe,0.2224476633026895,2009,-0.16441472371418797
SVN,Europe,0.2224476633026895,2009,0.007878197564011202
SWE,Europe,0.2224476633026895,2009,0.5966707865397183
SWZ,Africa,0.14716177440824962,2009,0.02092107137043797
TCD,Africa,0.14716177440824962,2009,-0.4854852888319243
TGO,Africa,0.14716177440824962,2009,0.579856448703346
THA,Asia,0.2011346176575973,2009,0.39764658610025805
TJK,Asia,0.2011346176575973,2009,0.07527033487955492
TTO,Americas,0.1860369642954025,2009,0.5306735568576357
TUN,Africa,0.14716177440824962,2009,-0.014159308539497317
TUR,Asia,0.2011346176575973,2009,0.07575183444552636
TZA,Africa,0.14716177440824962,2009,1.2247111002604143
UGA,Africa,0.14716177440824962,2009,1.0260683695475308
UKR,Europe,0.2224476633026895,2009,-0.9894532097710496
URY,Americas,0.1860369642954025,2009,0.9885453118218379
USA,Americas,0.1860369642954025,2009,-0.8705698649088447
VEN,Americas,0.1860369642954025,2009,-0.19661521911621094
VNM,Asia,0.2011346176575973,2009,-1.1169870164659272
YEM,Asia,0.2011346176575973,2009,-0.2409945593939895
ZAF,Africa,0.14716177440824962,2009,0.19060982598198706
ZMB,Africa,0.14716177440824962,2009,-0.42212677001953125
ZWE,Africa,0.14716177440824962,2009,1.781503677368164
AFG,Asia,0.2011346176575973,2010,-0.5847405327690964
AGO,Africa,0.14716177440824962,2010,0.3371315002441406
ALB,Europe,0.2224476633026895,2010,0.48632091946071654
ARE,Asia,0.2011346176575973,2010,0.5735011630588076
ARG,Americas,0.1860369642954025,2010,1.47532526652018
ARM,Asia,0.2011346176575973,2010,0.12248865763346117
AUS,Oceania,0.0062095399886845015,2010,0.47112782796223485
AUT,Europe,0.2224476633026895,2010,1.5866474575466611
AZE,Asia,0.2011346176575973,2010,-0.9848344590928804
BDI,Africa,0.14716177440824962,2010,0.5277184380425339
BEL,Europe,0.2224476633026895,2010,0.4258376227484888
BEN,Africa,0.14716177440824962,2010,0.06450462341308594
BFA,Africa,0.14716177440824962,2010,0.642755720350479
BGD,Asia,0.2011346176575973,2010,0.8341598510742188
BGR,Europe,0.2224476633026895,2010,0.8672904968261719
BHR,Asia,0.2011346176575973,2010,-0.5776579115125884
BLR,Europe,0.2224476633026895,2010,1.3589630126953125
BLZ,Americas,0.1860369642954025,2010,0.16123029920790088
BOL,Americas,0.1860369642954025,2010,-0.09819369845919823
BRA,Americas,0.1860369642954025,2010,0.5979567633734746
BWA,Africa,0.14716177440824962,2010,-0.07228512234157591
CAF,Africa,0.14716177440824962,2010,-1.1299617555406343
CAN,Americas,0.1860369642954025,2010,0.3875376383463589
CHE,Europe,0.2224476633026895,2010,0.2592985365125884
CHL,Americas,0.1860369642954025,2010,0.8709314134385835
CHN,Asia,0.2011346176575973,2010,0.9722213745117188
CIV,Africa,0.14716177440824962,2010,-0.3361089494493257
CMR,Africa,0.14716177440824962,2010,1.427646848890511
COD,Africa,0.14716177440824962,2010,0.031997044881187264
COG,Africa,0.14716177440824962,2010,0.5370716518825915
COL,Americas,0.1860369642954025,2010,0.6390813191731795
COM,Africa,0.14716177440824962,2010,1.7726035647922131
CRI,Americas,0.1860369642954025,2010,0.20671166314018308
CYP,Asia,0.2011346176575973,2010,1.8093969557020415
CZE,Europe,0.2224476633026895,2010,0.03892305162219145
DEU,Europe,0.2224476633026895,2010,0.716516706678604
DJI,Africa,0.14716177440824962,2010,-0.10632938808865333
DNK,Europe,0.2224476633026895,2010,0.8160527547200616
DOM,Americas,0.1860369642954025,2010,0.06832716200086963
DZA,Africa,0.14716177440824962,2010,0.5098385281032947
ECU,Americas,0.1860369642954025,2010,0.13824335734049953
EGY,Africa,0.14716177440824962,2010,-0.7352570427788621
ESP,Europe,0.2224476633026895,2010,1.2722104390462334
EST,Europe,0.2224476633026895,2010,0.41820526123046875
ETH,Africa,0.14716177440824962,2010,0.12664371066622948
FIN,Europe,0.2224476633026895,2010,0.17413965861001657
FRA,Europe,0.2224476633026895,2010,1.4895773993598027
GAB,Africa,0.14716177440824962,2010,0.39628431532117503
GBR,Europe,0.2224476633026895,2010,0.6443693372938384
GEO,Asia,0.2011346176575973,2010,1.499031490749779
GHA,Africa,0.14716177440824962,2010,1.4704653422037737
GIN,Africa,0.14716177440824962,2010,1.0248612297905808
GRC,Europe,0.2224476633026895,2010,-0.6546457078721772
GTM,Americas,0.1860369642954025,2010,0.33367580837673216
GUY,Americas,0.1860369642954025,2010,0.23278511895073706
HKG,Asia,0.2011346176575973,2010,0.7215156555175781
HND,Americas,0.1860369642954025,2010,-0.162017822265625
HRV,Europe,0.2224476633026895,2010,0.5297614203558965
HUN,Europe,0.2224476633026895,2010,0.10821745130751026
IDN,Asia,0.2011346176575973,2010,0.15160242716471828
IND,Asia,0.2011346176575973,2010,-0.5125423007541272
IRL,Europe,0.2224476633026895,2010,1.094679090711793
IRN,Asia,0.2011346176575973,2010,0.6008993784586565
IRQ,Asia,0.2011346176575973,2010,-0.4153938293457031
ISL,Europe,0.2224476633026895,2010,0.5658560858832544
ISR,Asia,0.2011346176575973,2010,0.03138944837782276
ITA,Europe,0.2224476633026895,2010,-0.5266261630588076
JAM,Americas,0.1860369642954025,2010,0.08156288994683791
JOR,Asia,0.2011346176575973,2010,-0.4856317308214031
JPN,Asia,0.2011346176575973,2010,0.2793625725640254
KAZ,Asia,0.2011346176575973,2010,0.35253736707899463
KEN,Africa,0.14716177440824962,2010,1.7201029459635464
KGZ,Asia,0.2011346176575973,2010,-0.6357972886827312
KHM,Asia,0.2011346176575973,2010,0.06654908921983349
KOR,Asia,0.2011346176575973,2010,1.1743401421441035
KWT,Asia,0.2011346176575973,2010,-0.7171995374891438
LAO,Asia,0.2011346176575973,2010,0.34014087253146386
LBN,Asia,0.2011346176575973,2010,0.00562286376953125
LBR,Africa,0.14716177440824962,2010,0.851629045274521
LBY,Africa,0.14716177440824962,2010,0.015253702799476798
LKA,Asia,0.2011346176575973,2010,0.9420895046658018
LSO,Africa,0.14716177440824962,2010,0.12658776177300268
LTU,Europe,0.2224476633026895,2010,0.7214334275987397
LUX,Europe,0.2224476633026895,2010,0.6102625528971402
LVA,Europe,0.2224476633026895,2010,0.30438571506076073
MAR,Africa,0.14716177440824962,2010,0.3546689351399763
MDA,Europe,0.2224476633026895,2010,1.5530552334255674
MDG,Africa,0.14716177440824962,2010,-0.3635554843478701
MEX,Americas,0.1860369642954025,2010,0.8221698337131045
MKD,Europe,0.2224476633026895,2010,0.10356903076171875
MLI,Africa,0.14716177440824962,2010,1.1920753055148694
MLT,Europe,0.2224476633026895,2010,-0.2794456481933594
MNE,Europe,0.2224476633026895,2010,0.6671651204427107
MNG,Asia,0.2011346176575973,2010,0.8427946302625813
MOZ,Africa,0.14716177440824962,2010,0.6349023183186873
MRT,Africa,0.14716177440824962,2010,0.6648782094319685
MUS,Africa,0.14716177440824962,2010,0.3693385654025576
MWI,Africa,0.14716177440824962,2010,0.35432222154405224
MYS,Asia,0.2011346176575973,2010,-0.33703867594400805
NAM,Africa,0.14716177440824962,2010,0.7239256964789504
NER,Africa,0.14716177440824962,2010,-0.01073243882920849
NGA,Africa,0.14716177440824962,2010,1.3824789259168853
NIC,Americas,0.1860369642954025,2010,0.15606689453125
NLD,Europe,0.2224476633026895,2010,0.508997175428604
NOR,Europe,0.2224476633026895,2010,0.170074462890625
NPL,Asia,0.2011346176575973,2010,0.6316464742024763
NZL,Oceania,0.0062095399886845015,2010,0.21927558051214646
OMN,Asia,0.2011346176575973,2010,-0.07304636637369555
PAK,Asia,0.2011346176575973,2010,1.5744942559136348
PAN,Americas,0.1860369642954025,2010,0.2883906894259951
PER,Americas,0.1860369642954025,2010,0.8475295172797317
PHL,Asia,0.2011346176575973,2010,0.36839591132270044
POL,Europe,0.2224476633026895,2010,2.013810051812065
PRT,Europe,0.2224476633026895,2010,0.5332306755913692
PRY,Americas,0.1860369642954025,2010,0.8848537868923643
QAT,Asia,0.2011346176575973,2010,-0.039594438340934346
ROU,Europe,0.2224476633026895,2010,-0.7578875223795549
RUS,Europe,0.2224476633026895,2010,1.0486183166503906
RWA,Africa,0.14716177440824962,2010,0.2773848639594192
SAU,Asia,0.2011346176575973,2010,0.9975270165337449
SDN,Africa,0.14716177440824962,2010,-0.21197658114962792
SEN,Africa,0.14716177440824962,2010,2.0007745954725564
SGP,Asia,0.2011346176575973,2010,0.6828248765733633
SLE,Africa,0.14716177440824962,2010,-0.5701018439398879
SLV,Americas,0.1860369642954025,2010,-0.21589363945854956
SUR,Americas,0.1860369642954025,2010,0.45624075995551294
SVK,Europe,0.2224476633026895,2010,0.616444057888458
SVN,Europe,0.2224476633026895,2010,2.3434770372178804
SWE,Europe,0.2224476633026895,2010,0.9280925326877139
SWZ,Africa,0.14716177440824962,2010,0.3826353285047759
TCD,Africa,0.14716177440824962,2010,1.0068637000189895
TGO,Africa,0.14716177440824962,2010,1.2436659071180571
THA,Asia,0.2011346176575973,2010,0.42329279581706203
TJK,Asia,0.2011346176575973,2010,0.6930580139160156
TTO,Americas,0.1860369642954025,2010,0.5043729146321638
TUN,Africa,0.14716177440824962,2010,0.3803410000271299
TUR,Asia,0.2011346176575973,2010,1.386593712700737
TZA,Africa,0.14716177440824962,2010,-0.29226854112413037
UGA,Africa,0.14716177440824962,2010,0.7985941569010393
UKR,Europe,0.2224476633026895,2010,0.6918076409233933
URY,Americas,0.1860369642954025,2010,-0.10428068372938526
USA,Americas,0.1860369642954025,2010,-0.19121466742622317
VEN,Americas,0.1860369642954025,2010,0.33450105455187185
VNM,Asia,0.2011346176575973,2010,-0.10281541612413037
YEM,Asia,0.2011346176575973,2010,0.13212521870931226
ZAF,Africa,0.14716177440824962,2010,0.6435432434082031
ZMB,Africa,0.14716177440824962,2010,0.19549306233724195
ZWE,Africa,0.14716177440824962,2010,2.7467373741997605
AFG,Asia,0.2011346176575973,2011,-1.4780949486626511
AGO,Africa,0.14716177440824962,2011,-0.4772366417778855
ALB,Europe,0.2224476633026895,2011,0.10980606079101562
ARE,Asia,0.2011346176575973,2011,-0.021616617838539298
ARG,Americas,0.1860369642954025,2011,0.7367006937662737
ARM,Asia,0.2011346176575973,2011,-0.16144561767578125
AUS,Oceania,0.0062095399886845015,2011,-0.40156385633680713
AUT,Europe,0.2224476633026895,2011,-0.4988310072157134
AZE,Asia,0.2011346176575973,2011,0.6803550720214844
BDI,Africa,0.14716177440824962,2011,0.14511002434624487
BEL,Europe,0.2224476633026895,2011,0.4282523261176152
BEN,Africa,0.14716177440824962,2011,0.6038468678792341
BFA,Africa,0.14716177440824962,2011,1.051699744330513
BGD,Asia,0.2011346176575973,2011,1.2426155938042527
BGR,Europe,0.2224476633026895,2011,-0.21096674601236742
BHR,Asia,0.2011346176575973,2011,-1.1647750006781692
BLR,Europe,0.2224476633026895,2011,-0.6929056379530181
BLZ,Americas,0.1860369642954025,2011,-0.06784184773763258
BOL,Americas,0.1860369642954025,2011,0.9797524346245652
BRA,Americas,0.1860369642954025,2011,0.8173700968424527
BWA,Africa,0.14716177440824962,2011,-0.025960286458335702
CAF,Africa,0.14716177440824962,2011,0.9163203769260022
CAN,Americas,0.1860369642954025,2011,-0.08239067925347854
CHE,Europe,0.2224476633026895,2011,0.07306162516276515
CHL,Americas,0.1860369642954025,2011,-0.15112431844075047
CHN,Asia,0.2011346176575973,2011,-0.06697930230034643
CIV,Africa,0.14716177440824962,2011,-0.660036722819008
CMR,Africa,0.14716177440824962,2011,1.0566274854871978
COD,Africa,0.14716177440824962,2011,0.5214680565728074
COG,Africa,0.14716177440824962,2011,2.4161923726399763
COL,Americas,0.1860369642954025,2011,0.4396213955349424
COM,Africa,0.14716177440824962,2011,0.42800331115722656
