,country,isonum,isocode,year,rank_busi,busi,logis,bband,redu,hifi,affs,ippr,insdtf,creddtf,elcostlnl,stardtf,rank_econ,econ,barrier,amp,parfem,banka,povnahc,povdday,lfpr,urate,eqi,edi,gdp5,rank_soci,soci,vtf,rank_educ,educ,qslnl,secvocp,teryrs,edqualsc,gbrata,secyrs,Ginih15,prcompc,lityf,litaf,rank_envi,envi,fwateruse,airpollution,wasterwater,fishstock,marineprotect,improved_drinkwater,pestreg,terrestprotect,rank_gove,gove,elfcr,trang,womenparl,vapvt,polity2,polrights,geff,rqual,ticpi,judi,rlaw,rank_heal,heal,tblnl,Obesity,mort,meandiabetes,leb,dpt,imeas,impsan,rank_pers,pers,propright,rrgov,rrsoc,lgbt_rights,deathpen,civlib,conscription,pf,rank_safe,safe,warcasual,pts,tdeathslnl5,refugee_oriln,bdeathslnl,rdeathslnl,homilnl
10,Belgium,56,BEL,2007,17,66.91303253173828,3.890000104904175,25.56292533874512,16.0,2.443873141434117,5.311918,5.702357984232712,92.01,56.25,4.510859489440918,94.25,14,78.99835968017578,5.311592554361851,5.544170098256405,60.5,96.3061294555664,5.920405864715576,0.0263402201235294,67.0999984741211,7.5,1.0179920196533203,1.5154999494552612,0.0052318572998046,18,59.49873352050781,81.97200012207031,5,78.60084533691406,-0.6226188540458679,41.550819396972656,0.8064889907836914,563.5874633789062,0.019569993019104,4.197546482086182,0.1693670040099293,86.1822280883789,99.82522583007812,99.52191925048828,91,56.15692901611328,51.8,0.4325,43.2106933,50.87878036499024,0.0432004072662654,100.0,23,13.7557635611089,16,73.6083984375,3.907373,4.305337692097274,0.347,86.0,8,7,1.610626459121704,1.4147911071777344,70.20854949951172,5.365141360873069,1.3062191009521484,7,81.34881591796875,-0.9162907600402832,18.7,453.6,6.42625093460083,79.7829268292683,98,92,99.5,8,85.22164916992188,1,4.0,0.9,3,0,7,10.0,11.0,23,78.13798522949219,0.0,1.5,-0.6931471824645996,1.7310689687728882,-4.2985358238220215,2.3513753414154053,0.6810820698738098
11,Benin,204,BEN,2007,135,34.1645393371582,2.450000047683716,0.0081538995727896,35.8,4.261545064647582,4.055436,3.329928627520519,24.29,18.75,9.502666473388672,31.58,124,52.07169723510742,4.31368727468502,3.533967346565444,67.80000305175781,10.463939666748,33.29999923706055,53.11000061035156,73.30000305175781,1.100000023841858,0.6918891072273254,3.871860027313232,0.0064105987548828,145,36.403934478759766,49.88650131225586,141,25.514373779296875,-7.178584575653076,3.4026641845703125,0.078287124633789,230.0370941162109,0.2055500149726867,1.3936848640441897,0.6738826135105205,61.98957824707031,70.81389617919922,53.23237228393555,86,56.9712028503418,1.2621359223301,0.115,0.0084,28.15339088439941,12.079813957214355,72.0,17,23.8073818394691,58,49.20257568359375,4.454959000000001,3.862524630541872,0.072,61.83000183105469,7,6,-0.5142585039138794,-0.4189306199550628,31.485719680786133,3.795294337446709,-0.5510982871055603,134,54.60943603515625,3.3524653911590576,8.0,930.47705078125,4.388381004333496,57.86739024390245,82,70,15.6,56,63.34137344360352,1,0.3,0.0,1,1,6,1.0,31.0,76,65.48629760742188,0.0,2.0,-0.6931471824645996,3.4379184246063232,-4.2985358238220215,2.725958824157715,1.845055341720581
12,Burkina Faso,854,BFA,2007,132,34.69198989868164,2.240000009536743,0.0472916364669799,33.6,3.8198805961391775,2.724342,3.841240988164661,19.49,18.75,9.63500690460205,52.99,113,53.58271026611328,5.222222222222222,3.893617021276596,79.5999984741211,13.3530902862549,46.70000076293945,55.290000915527344,85.19999694824219,3.299999952316284,0.975920796394348,4.921599864959717,0.0242080688476562,127,41.55522918701172,28.21500015258789,145,21.897518157958984,-7.178584575653076,6.974652290344238,0.0914392322301864,307.4346008300781,0.1820700168609619,0.8807374238967896,0.561053991317749,34.96921920776367,39.25777816772461,25.64554977416992,75,58.274375915527344,6.544,0.0,0.0,35.32307815551758,13.537367820739746,72.8,19,14.2434703114628,114,37.106441497802734,3.76765,4.561535303069458,0.117,37.93000030517578,0,3,-0.7280189990997314,-0.2467501014471054,33.245849609375,2.9541678585049578,-0.3989841043949127,118,58.92871475219727,3.2314321994781494,5.3,634.3546142578125,3.504515647888184,55.18880487804878,89,94,15.6,62,61.00746536254883,1,0.3,1.5,1,1,5,10.0,41.0,55,70.42594909667969,0.0,3.0,-0.6931471824645996,3.6666200160980233,-4.2985358238220215,2.8113503456115723,-0.2761628627777099
13,Bangladesh,50,BGD,2007,79,46.2121467590332,2.470000028610229,0.0298449229449033,51.0,4.53758064516129,3.873156,1.960432330827068,27.73,53.5,8.380158424377441,80.52,106,55.02722930908203,4.307623909910349,2.7942104265825467,58.79999923706055,39.5513305664063,40.0,51.58000183105469,73.19999694824219,4.300000190734863,0.7336915731430054,4.655889987945557,0.0478233322501182,112,43.49972915649414,14.994000434875488,123,36.68133163452149,-7.178584575653076,2.4330201148986816,0.1186292171478271,371.3716125488281,0.0649600028991699,2.079679250717163,0.4831298326601269,57.289581298828125,71.31062316894531,31.51649284362793,128,48.95857620239258,34.1619047619048,0.635,0.0,0.94,0.810495357471549,81.3,21,1.81001129910534,121,35.28449630737305,3.137185,3.529486215538847,0.151,76.5,-6,3,-0.6791682839393616,-0.9057806730270386,25.325267791748047,2.558458646616541,-0.834783136844635,99,65.07501220703125,4.169143199920654,2.9,848.553466796875,6.537173271179199,68.8599756097561,94,89,52.8,115,44.77117538452149,1,4.0,8.3,0,1,4,10.0,68.0,66,68.11898803710938,0.0,4.0,2.2601518630981445,4.246691703796387,-4.2985358238220215,2.167822360992432,0.9698819518089294
14,Bulgaria,100,BGR,2007,65,47.71453475952149,2.869999885559082,8.317655563354492,8.7,4.151951049923516,3.484632,2.7834420289855077,34.88,81.25,5.971517086029053,76.0,67,61.67065048217773,4.267272371205028,3.1816077898426887,62.0,52.8249015808105,21.399999618530277,0.4199999868869781,66.69999694824219,6.900000095367432,0.9072015285491944,1.843350052833557,0.033736228942871,116,42.63509368896485,52.97199630737305,45,62.44620513916016,-7.178584575653076,30.11338233947754,0.6194765567779541,490.6028747558594,0.0317599773406982,3.7810847759246826,0.1219679612650664,97.4856185913086,99.33687591552734,98.5444107055664,107,53.858245849609375,29.5285714285714,0.4125,36.169236,50.87878036499024,3.18146472610744,99.6,23,9.09813545824836,53,50.8016357421875,2.840554,3.266661332991978,0.221,62.40999984741211,9,7,-0.0031853201799094,0.6244592070579529,43.806617736816406,2.751628013212453,-0.1048209145665168,84,68.90377044677734,0.8754687309265137,21.2,792.5,8.965909957885742,72.66341463414635,95,96,85.9,47,64.90467834472656,1,4.0,2.2,1,0,6,10.0,33.0,51,71.12898254394531,0.0,2.5,-0.6931471824645996,6.084075450897217,-4.2985358238220215,2.53369688987732,0.8502780795097351
15,Bahrain,48,BHR,2007,38,53.72160720825195,3.150000095367432,6.611401557922363,4.0,3.2321066790233104,5.530371,4.742270531400966,41.89,37.5,3.86702561378479,72.96,44,66.84172058105469,5.505937921727396,3.6905058905058903,39.20000076293945,64.5145721435547,7.297395706176758,0.0441648922860622,69.9000015258789,5.599999904632568,0.8778992891311646,3.310960054397583,-0.0116550447419285,42,53.04727554321289,11.039999961853027,43,62.83097076416016,-7.178584575653076,20.605419158935547,0.3719747066497803,469.2560119628906,0.0288184881210327,2.694946050643921,0.1639476263066202,96.76386260986328,99.2702865600586,96.2458038330078,114,52.63540267944336,100.0,0.1875,64.16,30.249488830566406,0.650520602543198,100.0,3,1.34984585980678,61,48.61066436767578,4.447785,4.774562047083961,0.025,37.220001220703125,-7,3,0.4235257506370544,0.7924516201019287,51.72719955444336,4.0944027986007,0.5736801624298096,33,77.6536865234375,0.2623642683029175,32.5,506.3,7.410743713378906,75.70775609756097,97,99,99.2,121,43.90726089477539,1,4.3,3.0,1,1,3,10.0,71.0,28,77.00466918945312,0.000167328165844,2.0,-0.6931471824645996,4.264238357543945,-4.2985358238220215,2.2721259593963623,-0.9481313824653624
16,Belarus,112,BLR,2007,117,38.71923065185547,2.5299999713897705,1.7715126276016235,12.453821182250977,3.802783966064453,4.250747680664063,3.4614782333374023,35.54,12.5,7.288517951965332,71.87,51,64.58197021484375,4.297669410705566,3.8622384071350098,63.0,58.601978302002,7.699999809265137,0.0,66.30000305175781,6.300000190734863,0.923198401927948,3.970099925994873,0.0745906829833984,135,40.6600456237793,13.521000862121582,41,62.94303131103516,-7.178584575653076,12.231903076171877,0.8083187937736511,503.980224609375,0.0226500034332275,4.428660392761231,0.1290903985500335,95.38002014160156,98.78047943115234,97.78803253173828,58,60.665077209472656,11.6612903225806,0.3975,86.94676,35.32307815551758,13.537367820739746,99.6,9,7.22125812963777,138,30.78482437133789,2.849632501602173,3.908091306686402,0.291,82.43000030517578,-7,1,-1.126124382019043,-1.4321403503417969,26.205331802368164,3.1962034702301025,-1.1430385112762451,92,67.52825164794922,2.0281481742858887,21.0,919.7,8.479962348937988,70.20341463414636,95,99,94.6,131,38.84927749633789,1,5.9,1.4,1,1,2,5.893049716949463,91.0,72,66.5967788696289,0.0,2.5,-0.6931471824645996,6.253587245941162,-4.2985358238220215,2.8791985511779785,1.9126098155975344
17,Belize,84,BLZ,2007,73,47.05191040039063,2.612575054168701,2.613593578338623,24.0,4.617981,3.083601,3.267975,55.71,43.75,5.694068908691406,70.92,84,58.71245956420898,3.337744,3.002735,49.09999847412109,32.02092361450195,28.996307373046875,2.6825942993164062,66.5,8.5,0.7909085750579834,3.4551799297332764,0.0046871183440089,69,50.025821685791016,71.5679931640625,96,51.44474029541016,-7.178584575653076,4.242822170257568,0.1814634799957275,342.556884765625,0.006100058555603,2.7029917240142822,0.1923887580299785,99.04853057861328,97.36174774169922,93.83008575439452,45,63.02024841308594,0.661861074705111,0.0,2.2801,49.92362976074219,11.855337230595,93.5,19,27.9459062328261,66,47.74314880371094,3.048253,3.55954,0.067,75.08000183105469,8,7,-0.4946757853031158,-0.4485853314399719,40.06584167480469,3.056608,-0.1334098130464553,61,72.72271728515625,0.1893487721681594,20.8,673.0816040039062,8.16700267791748,69.452,96,96,87.3,63,60.96698760986328,1,1.3,0.0,0,1,6,10.0,22.0,82,64.56396484375,0.0012147924862802,2.0,-0.6931471824645996,4.0425238609313965,-4.2985358238220215,3.1499500274658203,3.5232043266296387
18,Bolivia,68,BOL,2007,118,38.402252197265625,2.309999942779541,0.3511306345462799,99.5,3.5159140991902453,3.931958,2.04100966820479,41.62,37.5,7.279870510101318,50.21,99,56.17919158935547,3.407980769230769,2.863715933530929,63.900001525878906,28.0291309356689,60.09999847412109,13.899999618530272,73.0999984741211,5.199999809265137,0.7514355778694153,3.792409896850586,0.0228303913027048,74,49.45723342895508,76.05899810791016,84,53.03932571411133,-7.178584575653076,0.0,0.5011134147644043,394.41314697265625,0.0215700268745422,2.290595531463623,0.1980562085915794,100.0,99.4413604736328,91.30728149414062,76,58.22491455078125,0.687973640856672,0.0475,3.509,35.32307815551758,13.537367820739746,84.6,7,18.5071265484478,98,41.69028854370117,2.170037,2.968857868400552,0.169,63.43999862670898,8,5,-0.550625205039978,-0.9642244577407836,33.245849609375,2.436133750286249,-0.8382552266120911,101,63.9848518371582,2.313178777694702,15.3,704.580810546875,5.631362915039063,64.69412195121951,84,86,44.0,64,60.81941223144531,1,1.0,0.0,1,1,5,3.0,39.0,92,63.31742858886719,0.0,2.5,-0.6931471824645996,3.814010143280029,-4.2985358238220215,2.9414780139923096,2.095947504043579
19,Brazil,76,BRA,2007,81,46.084468841552734,2.75,4.005038261413574,36.8,2.6554988104678827,4.479712,3.326530898965288,21.0,42.69,3.540959358215332,62.42,41,67.53085327148438,3.984290899662951,4.276765792164211,63.09999847412109,55.8603782653809,16.100000381469727,7.599999904632568,74.0,8.100000381469727,0.8184685111045837,2.0398499965667725,0.0325523391366004,41,53.179229736328125,74.9429931640625,87,52.86373519897461,-5.319390773773193,4.257443428039551,0.2009869813919067,423.8318481445313,0.0158250331878662,1.8625839948654173,0.2479422513600223,97.4040069580078,97.80062866210938,90.27364349365234,17,69.54718780517578,1.02579049637873,0.01,11.934,22.6598906589027,16.4799420040554,95.9,22,26.2785248462458,63,48.032958984375,3.272299,3.3010316304718232,0.088,83.54000091552734,8,6,-0.1992307901382446,-0.0312607623636722,38.5262336730957,3.143146230820953,-0.4330142140388489,65,72.31058502197266,1.1314021348953247,17.8,675.7,6.716729164123535,72.41482926829269,99,99,78.8,44,65.73212432861328,1,0.4,0.8,1,1,6,3.0,42.0,95,62.789546966552734,0.0,4.0,-0.5545177459716797,2.1310744285583496,-4.2985358238220215,2.995732307434082,3.156456232070923
20,Botswana,72,BWA,2007,74,46.90789413452149,2.319999933242798,0.1848383545875549,90.0,3.478409785762727,3.891830000000001,3.111961173155203,61.48,62.5,6.142467498779297,59.13,85,58.64061737060547,4.9081526388523296,3.2896288496972885,74.30000305175781,30.260009765625,19.299999237060547,18.239999771118164,78.19999694824219,18.5,0.9940301179885864,3.07879900932312,0.0310958866029977,52,52.1627311706543,68.57999420166016,74,55.16961288452149,-7.178584575653076,5.660800457000732,0.1039416790008544,378.7189025878906,0.0021599531173706,3.0645463466644287,0.1563127772368279,94.68602752685548,97.68083190917967,87.72679138183594,42,63.27473068237305,8.08333333333333,0.0,0.95,35.32307815551758,13.537367820739746,95.5,5,30.9337334178788,31,65.3326416015625,4.562109,4.509280195643832,0.111,44.0,8,6,0.591063916683197,0.4370559155941009,55.24745941162109,5.2508524808524815,0.612609326839447,83,68.91158294677734,0.1899467855691909,19.4,543.6211547851562,5.06285285949707,59.07456097560976,96,95,58.0,42,66.03157806396484,1,0.9,0.1,0,1,6,10.0,36.0,98,62.5155143737793,0.0,2.0,-0.6931471824645996,2.1148455142974854,-4.2985358238220215,2.900941848754883,2.682389259338379
21,Central African Republic,140,CAF,2007,139,32.341670989990234,2.3609321117401123,0.0182588007301092,21.06880187988281,3.905056953430176,3.0782713890075684,2.7797560691833496,0.0,18.75,9.57430934906006,29.89,130,47.06525802612305,3.921874046325684,3.3593921661376958,72.0999984741211,3.30080890655518,62.0,66.2699966430664,78.69999694824219,6.900000095367432,0.6858090758323669,4.357339859008789,0.0130535122007131,75,49.44056701660156,32.692501068115234,148,14.890825271606444,-7.178584575653076,4.571410179138184,0.0475722551345825,243.56190490722656,0.3139899969100952,1.0126899480819702,0.6215316346979674,26.461009979248047,49.06123352050781,35.01217269897461,80,57.75108337402344,0.0514184397163121,0.0825,0.0,35.32307815551758,13.537367820739746,65.7,18,17.7443229090557,139,30.621109008789062,2.763523578643799,3.425388813018799,0.105,45.13999938964844,-1,3,-1.444844365119934,-1.215372920036316,25.325267791748047,2.480714797973633,-1.5265276432037354,147,48.61004638671875,3.444537401199341,4.4,867.2015380859375,4.605005264282227,45.68739024390245,48,59,19.6,128,39.125755310058594,0,3.7,3.3,1,1,3,0.0,61.0,143,45.64458847045898,3.0,4.5,-0.1386294364929199,10.058197975158691,-4.2985358238220215,2.859945297241211,2.6136600971221924
